carat,cut,color,clarity,depth,table,x,y,z,price,cut_encoded,color_encoded,clarity_encoded
1.24,Good,E,SI2,58.5,57.0,7.03,7.1,4.13,8.667,2,6,0
0.52,Very Good,E,VS1,63.4,54.0,5.08,5.11,3.23,7.378,3,6,4
0.5,Premium,D,SI1,62.2,58.0,5.08,5.12,3.17,7.148,1,5,2
0.41,Ideal,G,VVS1,62.0,56.0,4.78,4.8,2.97,7.048,4,3,6
0.7,Very Good,G,VS2,61.9,55.0,5.63,5.71,3.51,7.827,3,3,3
0.74,Fair,G,VVS2,65.2,58.0,5.7,5.6,3.69,7.993,0,3,5
1.01,Ideal,G,VS2,61.0,56.0,6.47,6.51,3.96,8.815,4,3,3
0.81,Ideal,E,SI2,62.0,55.0,6.0,5.96,3.71,7.847,4,6,0
0.35,Ideal,D,SI1,62.7,56.0,4.51,4.49,2.82,6.718,4,5,2
0.34,Ideal,H,IF,61.9,55.0,4.5,4.55,2.8,6.817,4,2,7
1.35,Premium,G,SI2,58.4,59.0,7.32,7.28,4.26,8.764,1,3,0
0.5,Very Good,E,VVS2,62.6,59.0,5.02,5.05,3.15,7.652,3,6,5
1.0,Very Good,F,SI1,61.6,61.0,6.3,6.37,3.9,8.556,3,4,2
0.4,Very Good,H,VVS1,63.9,57.0,4.62,4.68,2.97,6.875,3,2,6
0.42,Premium,E,VS1,62.3,57.0,4.83,4.8,3.0,6.947,1,6,4
0.71,Premium,D,VS2,62.4,59.0,5.73,5.68,3.56,8.059,1,5,3
0.57,Very Good,E,VS1,59.1,57.0,5.43,5.5,3.23,7.605,3,6,4
0.43,Premium,D,VS2,60.2,59.0,4.88,4.92,2.95,6.962,1,5,3
0.35,Ideal,E,VS1,61.9,56.0,4.55,4.53,2.81,6.995,4,6,4
1.02,Premium,I,SI1,62.7,55.0,6.48,6.41,4.04,8.363,1,1,2
0.26,Ideal,F,IF,62.0,56.0,4.07,4.1,2.53,6.597,4,4,7
0.58,Ideal,J,VS2,60.9,57.0,5.38,5.4,3.28,7.188,4,0,3
0.6,Premium,H,SI1,58.9,61.0,5.54,5.5,3.25,7.201,1,2,2
0.79,Ideal,G,SI1,62.3,57.0,5.9,5.85,3.66,7.972,4,3,2
0.51,Ideal,G,VVS2,60.1,56.0,5.19,5.22,3.13,7.536,4,3,5
0.81,Ideal,E,SI2,61.8,56.0,6.0,5.97,3.7,8.011,4,6,0
1.01,Premium,F,SI2,62.6,60.0,6.35,6.37,3.98,8.393,1,4,0
0.41,Very Good,E,SI1,63.5,57.0,4.73,4.69,2.99,6.876,3,6,2
1.13,Ideal,G,VVS1,59.6,57.0,6.89,6.81,4.08,9.197,4,3,6
0.36,Ideal,F,SI1,61.5,56.0,4.59,4.62,2.83,6.397,4,4,2
0.63,Very Good,G,VVS2,62.3,55.0,5.5,5.54,3.44,7.816,3,3,5
0.39,Ideal,F,VS1,61.3,56.0,4.7,4.72,2.89,6.805,4,4,4
0.31,Ideal,F,VVS1,61.2,57.0,4.42,4.4,2.7,6.778,4,4,6
1.5,Very Good,E,SI1,60.4,59.0,7.35,7.39,4.45,9.393,3,6,2
0.31,Ideal,G,VS2,61.4,57.0,4.33,4.37,2.67,6.299,4,3,3
0.9,Very Good,F,VS1,62.1,58.0,6.15,6.19,3.83,8.497,3,4,4
1.09,Very Good,D,SI2,61.9,61.0,6.54,6.58,4.06,8.266,3,5,0
0.31,Very Good,G,VS2,60.9,57.0,4.37,4.39,2.67,6.326,3,3,3
1.02,Premium,F,SI1,62.6,58.0,6.42,6.36,4.0,8.402,1,4,2
1.36,Ideal,H,VS2,59.9,57.0,7.2,7.22,4.32,9.136,4,2,3
1.51,Good,I,VS1,63.6,57.0,7.14,7.21,4.56,9.168,2,1,4
0.35,Ideal,E,SI1,61.2,57.0,4.56,4.52,2.78,6.669,4,6,2
0.4,Good,G,VS2,63.8,59.0,4.64,4.57,2.94,6.693,2,3,3
2.02,Ideal,G,VS2,62.0,57.0,8.1,8.05,5.01,9.836,4,3,3
1.5,Premium,E,I1,61.5,58.0,7.38,7.2,4.5,8.302,1,6,1
1.6,Ideal,H,VS1,61.4,57.0,7.53,7.59,4.64,9.439,4,2,4
0.31,Very Good,H,SI1,61.1,55.0,4.35,4.39,2.67,6.1,3,2,2
0.56,Ideal,H,VS2,61.7,54.0,5.31,5.33,3.28,7.263,4,2,3
0.31,Ideal,G,VVS1,62.5,54.0,4.34,4.37,2.72,6.671,4,3,6
0.9,Ideal,H,VS1,62.0,54.0,6.2,6.23,3.86,8.52,4,2,4
0.7,Very Good,D,VVS2,62.3,56.0,5.66,5.7,3.54,8.195,3,5,5
1.0,Premium,F,VS2,58.7,62.0,6.6,6.51,3.85,8.706,1,4,3
1.0,Premium,G,SI2,60.2,58.0,6.55,6.48,3.92,8.184,1,3,0
0.34,Ideal,G,IF,61.4,56.0,4.5,4.53,2.77,6.881,4,3,7
0.56,Premium,D,SI1,60.2,60.0,5.38,5.33,3.22,7.375,1,5,2
1.79,Premium,G,SI1,60.5,58.0,7.88,7.83,4.75,9.556,1,3,2
1.52,Premium,I,SI1,58.8,61.0,7.5,7.46,4.4,8.801,1,1,2
1.19,Ideal,I,VS1,61.6,56.0,6.81,6.83,4.2,8.899,4,1,4
0.4,Ideal,J,IF,62.4,56.0,4.74,4.71,2.95,6.969,4,0,7
0.32,Premium,G,IF,59.4,60.0,4.47,4.45,2.65,6.859,1,3,7
0.3,Ideal,D,VS2,62.5,54.0,4.32,4.29,2.69,6.815,4,5,3
0.3,Ideal,F,VVS1,62.0,54.2,4.31,4.33,2.68,6.75,4,4,6
0.82,Good,G,SI2,59.9,62.0,6.02,6.04,3.61,7.97,2,3,0
0.31,Ideal,G,IF,60.5,61.0,4.39,4.4,2.66,6.749,4,3,7
1.02,Premium,H,I1,62.5,60.0,6.39,6.41,4.0,8.052,1,2,1
0.58,Ideal,H,VVS1,62.1,53.6,5.35,5.38,3.34,7.581,4,2,6
0.36,Ideal,D,SI1,62.1,56.0,4.53,4.58,2.83,6.497,4,5,2
1.27,Ideal,G,VS2,62.0,58.0,6.89,6.95,4.29,9.095,4,3,3
1.09,Ideal,H,SI1,61.8,57.0,6.57,6.6,4.07,8.51,4,2,2
1.02,Very Good,H,VS2,63.3,60.0,6.42,6.38,4.05,8.567,3,2,3
0.7,Good,D,SI1,62.6,62.0,5.61,5.64,3.52,7.842,2,5,2
1.46,Fair,G,SI2,64.6,54.0,7.11,7.03,4.57,8.613,0,3,0
0.31,Premium,I,SI1,61.3,58.0,4.37,4.34,2.67,6.26,1,1,2
1.86,Premium,H,SI2,62.3,57.0,7.85,7.82,4.88,9.352,1,2,0
0.9,Very Good,G,VS1,62.3,60.0,6.0,6.08,3.76,8.421,3,3,4
1.16,Very Good,I,SI1,62.7,57.0,6.67,6.76,4.21,8.473,3,1,2
2.02,Premium,J,SI2,63.0,58.0,8.07,8.02,5.07,9.064,1,0,0
1.7,Premium,I,SI2,61.7,56.0,7.66,7.57,4.7,8.873,1,1,0
1.79,Premium,J,SI1,60.9,60.0,7.79,7.83,4.76,9.128,1,0,2
0.96,Ideal,G,SI1,63.0,54.0,6.27,6.24,3.94,8.379,4,3,2
0.77,Ideal,H,SI1,62.4,56.0,5.84,5.9,3.66,7.964,4,2,2
0.71,Ideal,D,SI2,61.3,57.0,5.71,5.78,3.52,7.867,4,5,0
0.31,Premium,E,VS1,60.0,59.0,4.42,4.38,2.64,6.848,1,6,4
0.41,Ideal,E,VVS1,61.9,58.0,4.77,4.8,2.96,7.274,4,6,6
0.31,Ideal,E,SI1,61.8,53.9,4.32,4.35,2.68,6.295,4,6,2
0.3,Ideal,D,VS2,61.8,55.0,4.32,4.35,2.68,6.407,4,5,3
0.54,Very Good,F,VS1,60.0,61.0,5.31,5.26,3.17,7.413,3,4,4
0.71,Very Good,G,VS2,63.1,56.0,5.58,5.77,3.58,7.809,3,3,3
0.36,Ideal,D,VVS2,61.6,57.0,4.56,4.59,2.82,6.949,4,5,5
0.77,Ideal,G,SI2,60.3,56.0,5.96,5.92,3.58,7.679,4,3,0
1.01,Ideal,G,SI1,62.9,54.0,6.47,6.41,4.05,8.449,4,3,2
0.69,Fair,G,VS1,61.2,65.4,5.58,5.64,3.42,7.712,0,3,4
0.31,Good,E,SI1,63.9,56.0,4.31,4.27,2.74,6.548,2,6,2
0.57,Very Good,E,SI2,59.7,57.0,5.4,5.48,3.25,7.126,3,6,0
0.7,Ideal,E,SI1,60.9,57.0,5.73,5.76,3.5,7.926,4,6,2
0.3,Ideal,D,VS2,62.3,54.0,4.3,4.33,2.69,6.565,4,5,3
1.05,Ideal,G,VS2,62.2,54.0,6.53,6.55,4.07,8.864,4,3,3
0.55,Very Good,J,SI1,60.9,56.0,5.29,5.35,3.24,7.003,3,0,2
0.4,Ideal,E,SI2,61.2,55.0,4.74,4.77,2.91,6.501,4,6,0
0.71,Ideal,F,VS1,61.4,57.0,5.72,5.73,3.52,8.219,4,4,4
1.05,Very Good,G,VS2,63.0,57.0,6.48,6.51,4.09,8.697,3,3,3
0.56,Ideal,G,VS2,61.7,56.0,5.3,5.34,3.28,7.365,4,3,3
0.61,Ideal,I,VVS1,62.0,55.0,5.46,5.49,3.39,7.463,4,1,6
0.45,Good,E,SI2,64.1,62.0,4.82,4.75,3.07,6.522,2,6,0
0.37,Very Good,G,VS1,61.5,58.0,4.57,4.6,2.82,6.615,3,3,4
0.91,Premium,H,SI1,62.2,56.0,6.23,6.18,3.86,8.065,1,2,2
0.31,Very Good,F,VVS1,59.2,62.0,4.34,4.41,2.59,6.655,3,4,6
0.58,Very Good,H,SI1,61.8,56.0,5.34,5.38,3.31,7.106,3,2,2
1.01,Premium,G,VVS2,60.9,59.0,6.59,6.54,4.0,8.849,1,3,5
0.81,Good,G,SI2,61.0,61.0,5.94,5.99,3.64,7.933,2,3,0
2.05,Premium,G,SI1,61.6,59.0,8.2,8.16,5.04,9.635,1,3,2
0.3,Very Good,D,VS1,63.0,56.0,4.27,4.33,2.71,6.469,3,5,4
1.18,Premium,H,SI1,61.6,59.0,6.82,6.72,4.17,8.726,1,2,2
0.32,Ideal,G,VS2,62.0,57.0,4.37,4.4,2.72,6.33,4,3,3
0.41,Premium,G,VS2,60.7,59.0,4.85,4.8,2.93,6.898,1,3,3
0.61,Ideal,H,VS2,62.5,54.0,5.43,5.45,3.4,7.372,4,2,3
0.55,Ideal,H,VVS2,61.9,56.0,5.22,5.25,3.24,7.419,4,2,5
0.7,Ideal,F,VS1,61.2,54.0,5.92,5.64,3.54,7.986,4,4,4
0.3,Very Good,D,VS1,60.1,55.0,4.37,4.4,2.63,6.76,3,5,4
2.02,Very Good,G,SI2,62.8,55.0,8.06,8.11,5.08,9.673,3,3,0
1.2,Very Good,G,SI2,62.9,54.0,6.76,6.79,4.26,8.579,3,3,0
1.01,Premium,F,SI1,59.5,62.0,6.53,6.45,3.86,8.515,1,4,2
0.59,Ideal,D,SI1,61.2,56.0,5.38,5.43,3.31,7.435,4,5,2
0.32,Premium,I,SI2,60.0,58.0,4.48,4.45,2.68,6.273,1,1,0
2.13,Very Good,G,SI2,61.5,57.0,8.27,8.34,5.11,9.646,3,3,0
0.91,Very Good,F,SI1,63.7,58.0,6.08,6.11,3.88,8.292,3,4,2
0.33,Premium,G,VS1,61.8,59.0,4.39,4.45,2.73,6.501,1,3,4
1.12,Ideal,H,SI1,62.7,56.0,6.66,6.61,4.16,8.364,4,2,2
1.52,Premium,I,SI1,61.2,60.0,7.41,7.36,4.52,9.024,1,1,2
0.54,Ideal,H,VVS2,61.6,56.0,5.24,5.27,3.24,7.402,4,2,5
0.5,Premium,F,VS1,62.0,58.0,5.03,5.1,3.14,7.444,1,4,4
0.93,Premium,G,VS2,62.2,59.0,6.21,6.26,3.88,8.483,1,3,3
0.31,Ideal,H,VVS2,61.7,55.8,4.35,4.39,2.69,6.48,4,2,5
0.43,Premium,G,SI1,62.6,59.0,4.82,4.8,3.01,6.834,1,3,2
0.66,Ideal,H,VS1,61.0,57.0,5.61,5.66,3.43,7.664,4,2,4
2.0,Good,H,VS2,63.8,59.0,7.88,8.01,5.07,9.799,2,2,3
1.01,Ideal,H,SI1,62.3,59.0,6.36,6.41,3.98,8.492,4,2,2
1.13,Ideal,H,I1,61.1,56.0,6.71,6.77,4.12,8.19,4,2,1
0.72,Very Good,F,SI1,61.1,54.0,5.82,5.84,3.56,7.891,3,4,2
1.17,Ideal,G,VVS1,62.2,53.0,6.76,6.79,4.21,9.19,4,3,6
0.56,Ideal,F,VS2,62.1,57.0,5.28,5.29,3.28,7.452,4,4,3
0.32,Premium,J,IF,61.2,59.0,4.44,4.41,2.71,6.528,1,0,7
1.21,Very Good,I,SI1,61.2,62.0,6.81,6.84,4.18,8.554,3,1,2
1.01,Very Good,E,SI1,59.5,60.0,6.49,6.55,3.88,8.561,3,6,2
1.01,Premium,G,VVS2,63.0,59.0,6.38,6.25,3.98,8.905,1,3,5
0.53,Premium,G,VS1,63.0,58.0,5.17,5.15,3.25,7.454,1,3,4
0.7,Premium,E,VS2,61.5,59.0,5.73,5.68,3.51,7.945,1,6,3
0.51,Very Good,E,SI2,61.6,57.0,5.17,5.19,3.19,7.086,3,6,0
1.51,Very Good,I,SI2,63.1,60.0,7.19,7.13,4.52,8.799,3,1,0
1.59,Very Good,D,SI2,59.9,59.0,7.6,7.52,4.53,9.277,3,5,0
1.06,Very Good,H,SI2,62.8,57.0,6.49,6.57,4.1,8.383,3,2,0
0.33,Premium,H,IF,62.0,58.0,4.42,4.39,2.73,7.016,1,2,7
0.32,Ideal,E,VS1,61.9,56.0,4.42,4.47,2.75,6.561,4,6,4
1.54,Premium,E,VS2,62.3,58.0,7.31,7.39,4.58,9.616,1,6,3
1.07,Premium,H,SI1,62.1,58.0,6.56,6.49,4.05,8.528,1,2,2
1.02,Good,E,SI2,63.4,57.0,6.41,6.43,4.07,8.458,2,6,0
1.57,Ideal,I,SI2,62.6,58.0,7.38,7.41,4.63,9.015,4,1,0
1.2,Ideal,G,VS1,62.4,57.0,6.74,6.82,4.23,9.059,4,3,4
0.71,Very Good,J,VS2,62.3,57.0,5.65,5.69,3.53,7.565,3,0,3
0.9,Very Good,E,SI1,63.1,60.0,6.18,6.14,3.89,8.317,3,6,2
1.51,Premium,F,VS2,61.8,56.0,7.39,7.28,4.53,9.49,1,4,3
0.28,Ideal,H,VVS2,61.6,56.0,4.22,4.26,2.61,6.242,4,2,5
0.72,Ideal,H,VVS2,61.6,56.0,5.75,5.77,3.55,8.112,4,2,5
1.33,Ideal,H,SI2,62.3,55.0,7.01,7.08,4.39,8.823,4,2,0
1.47,Premium,H,SI2,59.3,59.0,7.39,7.34,4.37,8.932,1,2,0
0.71,Ideal,D,SI2,62.4,55.0,5.71,5.74,3.57,7.816,4,5,0
0.32,Ideal,F,VS1,61.5,56.0,4.4,4.44,2.72,6.46,4,4,4
0.3,Ideal,G,VVS1,62.2,56.0,4.27,4.31,2.67,6.624,4,3,6
1.02,Ideal,E,VVS1,61.3,57.0,6.47,6.54,3.99,9.317,4,6,6
0.7,Fair,F,VS1,64.5,57.0,5.65,5.58,3.62,7.775,0,4,4
1.02,Ideal,G,VVS2,59.2,58.0,6.56,6.62,3.9,9.0,4,3,5
1.71,Good,E,SI1,64.0,53.0,7.68,7.54,4.87,9.495,2,6,2
0.75,Good,E,SI2,63.2,57.0,5.76,5.82,3.66,7.731,2,6,0
1.59,Good,G,SI1,63.8,56.0,7.41,7.34,4.71,9.041,2,3,2
0.71,Very Good,E,VS2,63.7,54.0,5.65,5.66,3.6,7.894,3,6,3
0.3,Ideal,F,VVS1,61.9,57.0,4.3,4.32,2.67,6.702,4,4,6
1.01,Ideal,D,VVS2,61.9,56.0,6.41,6.45,3.98,9.345,4,5,5
1.06,Ideal,F,SI1,61.7,55.0,6.58,6.56,4.06,8.758,4,4,2
0.41,Ideal,J,VS1,61.5,55.0,4.77,4.79,2.94,6.474,4,0,4
0.7,Fair,D,SI2,67.8,58.0,5.51,5.44,3.71,7.479,0,5,0
0.35,Very Good,E,SI1,62.9,58.0,4.48,4.52,2.83,6.42,3,6,2
1.03,Fair,I,SI2,65.2,56.0,6.42,6.35,4.16,8.169,0,1,0
0.43,Premium,G,VS2,61.3,58.0,4.83,4.86,2.97,6.765,1,3,3
0.41,Premium,G,VS2,61.4,59.0,4.75,4.79,2.93,6.718,1,3,3
0.91,Good,D,SI2,63.3,62.0,6.01,6.09,3.83,8.205,2,5,0
1.09,Ideal,G,SI2,61.7,57.0,6.57,6.62,4.07,8.462,4,3,0
0.3,Ideal,E,VS2,62.1,56.0,4.31,4.25,2.66,6.738,4,6,3
0.5,Very Good,D,VS2,63.4,57.0,5.05,5.08,3.21,7.394,3,5,3
0.51,Ideal,H,VS1,61.2,55.0,5.17,5.19,3.17,7.484,4,2,4
1.01,Premium,H,SI2,60.9,59.0,6.42,6.35,3.89,8.13,1,2,0
0.3,Ideal,I,SI1,61.9,57.0,4.29,4.31,2.66,6.045,4,1,2
0.51,Good,G,SI2,63.6,54.0,5.08,5.05,3.22,7.029,2,3,0
0.43,Ideal,H,VS1,61.1,57.0,4.88,4.91,2.99,6.766,4,2,4
1.01,Very Good,E,SI2,59.6,61.0,6.56,6.59,3.92,8.379,3,6,0
0.57,Premium,F,VS2,60.3,58.0,5.44,5.4,3.27,7.521,1,4,3
1.0,Very Good,D,SI1,62.3,59.0,6.26,6.29,3.91,8.583,3,5,2
0.5,Very Good,E,VS1,61.7,57.0,5.12,5.16,3.17,7.424,3,6,4
1.05,Premium,F,SI1,61.8,56.0,6.55,6.45,4.02,8.623,1,4,2
0.31,Ideal,D,SI2,62.5,55.0,4.34,4.3,2.7,6.385,4,5,0
0.27,Very Good,D,VVS2,64.6,53.0,4.04,4.1,2.63,6.354,3,5,5
1.5,Fair,H,I1,65.7,58.0,7.07,7.02,4.63,8.505,0,2,1
1.98,Very Good,I,VS2,62.7,60.0,7.9,7.96,4.98,9.621,3,1,3
0.93,Premium,F,SI1,61.1,59.0,6.32,6.29,3.85,8.339,1,4,2
1.07,Ideal,F,VVS2,60.3,55.0,6.65,6.68,4.02,9.22,4,4,5
1.02,Premium,F,SI1,62.3,58.0,6.38,6.46,4.0,8.576,1,4,2
0.52,Ideal,G,SI1,61.1,55.0,5.22,5.26,3.2,7.088,4,3,2
0.3,Ideal,F,SI1,61.2,55.0,4.35,4.37,2.67,6.412,4,4,2
0.26,Very Good,E,VVS2,63.0,58.0,4.08,4.11,2.58,6.392,3,6,5
0.39,Premium,E,VVS2,61.1,59.0,4.74,4.68,2.88,7.096,1,6,5
0.41,Premium,J,VS1,62.1,58.0,4.79,4.75,2.96,6.721,1,0,4
0.39,Very Good,F,SI1,63.3,54.0,4.67,4.62,2.94,6.825,3,4,2
0.7,Fair,H,SI1,64.7,58.0,5.59,5.54,3.6,7.626,0,2,2
0.37,Ideal,D,VS2,61.1,54.0,4.63,4.66,2.84,6.637,4,5,3
0.7,Very Good,D,SI2,60.9,60.0,5.68,5.72,3.47,7.596,3,5,0
1.01,Good,E,SI1,64.2,56.0,6.31,6.27,4.04,8.302,2,6,2
1.01,Very Good,G,VVS2,63.4,55.0,6.41,6.34,4.04,8.849,3,3,5
0.7,Ideal,F,VVS1,61.7,56.0,5.68,5.73,3.52,8.507,4,4,6
0.7,Fair,F,I1,66.2,59.0,5.59,5.4,3.65,6.991,0,4,1
1.18,Premium,I,SI1,61.8,58.0,6.78,6.74,4.18,8.634,1,1,2
1.0,Premium,G,VS2,61.6,58.0,6.44,6.42,3.96,8.744,1,3,3
0.31,Ideal,G,IF,61.3,56.0,4.38,4.4,2.69,6.792,4,3,7
1.12,Premium,G,IF,61.2,58.0,6.67,6.7,4.09,9.153,1,3,7
0.34,Premium,D,SI1,61.2,58.0,4.49,4.47,2.74,6.688,1,5,2
0.33,Premium,G,VVS2,60.6,58.0,4.5,4.47,2.72,6.872,1,3,5
0.28,Very Good,F,VVS2,61.1,57.0,4.24,4.27,2.6,6.561,3,4,5
1.0,Very Good,F,SI1,63.3,58.0,6.28,6.39,4.01,8.618,3,4,2
0.7,Premium,J,VS2,62.0,62.0,5.63,5.59,3.48,7.482,1,0,3
0.37,Ideal,G,VS2,62.2,57.0,4.59,4.64,2.87,6.475,4,3,3
2.03,Ideal,F,SI2,61.4,58.0,8.12,8.16,5.0,9.827,4,4,0
0.54,Ideal,D,VS2,61.8,56.0,5.24,5.21,3.23,7.597,4,5,3
0.66,Ideal,D,VVS2,61.3,57.0,5.59,5.63,3.44,8.273,4,5,5
0.34,Ideal,D,VS2,62.4,53.0,4.49,4.52,2.81,6.691,4,5,3
0.37,Premium,H,VS2,59.5,61.0,4.67,4.64,2.77,6.619,1,2,3
0.79,Ideal,G,VS1,62.0,56.0,5.91,5.93,3.67,8.135,4,3,4
0.38,Very Good,E,IF,59.5,57.0,4.77,4.84,2.86,7.259,3,6,7
0.72,Ideal,H,VS2,62.8,57.0,5.74,5.7,3.59,7.773,4,2,3
1.03,Ideal,F,SI1,61.3,56.0,6.55,6.51,4.0,8.63,4,4,2
0.56,Ideal,D,SI1,61.9,55.0,5.31,5.29,3.28,7.497,4,5,2
1.01,Very Good,D,VS2,59.8,60.0,6.46,6.51,3.88,8.921,3,5,3
0.6,Ideal,E,VVS2,61.9,54.9,5.41,5.44,3.35,7.959,4,6,5
1.01,Very Good,D,IF,63.3,55.0,6.36,6.28,4.0,9.44,3,5,7
1.0,Very Good,H,SI1,62.8,56.0,6.33,6.37,3.99,8.483,3,2,2
0.91,Very Good,D,SI2,59.3,60.0,6.28,6.33,3.74,8.25,3,5,0
0.72,Good,H,SI2,64.1,58.0,5.68,5.65,3.63,7.495,2,2,0
1.09,Very Good,F,SI2,63.2,58.0,6.54,6.49,4.12,8.487,3,4,0
0.3,Premium,D,VS2,62.2,60.0,4.28,4.3,2.67,6.565,1,5,3
0.38,Ideal,H,VVS2,61.4,57.0,4.65,4.63,2.85,6.974,4,2,5
2.58,Fair,F,SI2,65.2,59.0,8.58,8.51,5.57,9.433,0,4,0
0.3,Ideal,E,VVS2,61.6,57.0,4.29,4.32,2.65,6.671,4,6,5
0.82,Premium,G,SI2,62.3,58.0,5.96,5.98,3.72,7.806,1,3,0
1.01,Very Good,F,VS1,62.6,56.0,6.39,6.36,3.99,8.997,3,4,4
0.38,Ideal,F,VS1,61.1,56.0,4.7,4.65,2.86,6.912,4,4,4
0.5,Ideal,I,SI1,62.0,55.0,5.08,5.11,3.16,6.89,4,1,2
0.57,Premium,F,VS2,59.8,59.0,5.4,5.37,3.22,7.473,1,4,3
0.4,Premium,E,SI1,60.1,59.0,4.76,4.82,2.88,6.603,1,6,2
1.28,Ideal,E,IF,60.7,57.0,7.09,6.99,4.27,9.836,4,6,7
0.3,Ideal,G,SI2,61.6,56.0,4.32,4.35,2.67,6.045,4,3,0
0.31,Premium,F,SI1,62.7,58.0,4.33,4.31,2.71,6.497,1,4,2
1.29,Ideal,J,SI1,61.5,57.0,7.0,7.06,4.32,8.716,4,0,2
0.39,Very Good,E,VS1,62.5,58.0,4.67,4.7,2.93,6.818,3,6,4
0.51,Very Good,E,SI1,63.0,58.0,4.99,5.08,3.17,7.193,3,6,2
0.3,Ideal,F,VS1,61.2,57.0,4.32,4.34,2.65,6.431,4,4,4
0.32,Ideal,E,VS2,62.0,57.0,4.37,4.41,2.72,6.554,4,6,3
0.45,Ideal,G,VVS2,61.8,57.0,4.9,4.94,3.04,7.008,4,3,5
0.23,Very Good,D,VVS2,58.9,60.0,4.03,3.95,2.35,6.308,3,5,5
0.37,Ideal,E,VS2,61.5,56.0,4.62,4.59,2.83,6.948,4,6,3
0.54,Ideal,G,VVS1,62.2,56.0,5.2,5.22,3.24,7.661,4,3,6
0.79,Very Good,F,VS1,58.6,57.0,6.08,6.14,3.58,8.131,3,4,4
1.52,Premium,H,SI2,62.0,58.0,7.37,7.34,4.56,8.957,1,2,0
0.85,Ideal,G,VS1,61.8,55.0,6.09,6.11,3.77,8.383,4,3,4
0.33,Premium,E,VS1,61.5,59.0,4.42,4.46,2.73,6.661,1,6,4
0.24,Very Good,F,VS1,59.3,57.0,4.07,4.12,2.43,5.974,3,4,4
0.39,Ideal,F,VS1,61.7,56.0,4.68,4.72,2.9,6.817,4,4,4
0.71,Ideal,D,SI1,61.4,55.0,5.78,5.82,3.56,8.161,4,5,2
0.31,Ideal,E,VS2,61.0,56.0,4.38,4.41,2.68,6.522,4,6,3
0.6,Ideal,G,VVS2,61.6,55.0,5.44,5.47,3.36,7.789,4,3,5
1.11,Premium,F,SI1,60.1,61.0,6.74,6.64,4.06,8.609,1,4,2
0.33,Ideal,G,VS1,62.1,56.0,4.42,4.4,2.74,6.75,4,3,4
0.92,Premium,F,SI1,62.2,59.0,6.21,6.14,3.84,8.341,1,4,2
1.6,Very Good,I,VVS1,59.8,56.0,7.6,7.68,4.57,9.321,3,1,6
0.32,Ideal,E,VS1,61.0,54.0,4.44,4.46,2.72,6.715,4,6,4
0.91,Very Good,G,SI1,63.0,57.0,6.14,6.2,3.89,8.251,3,3,2
0.7,Ideal,F,SI1,62.1,56.0,5.65,5.67,3.51,7.853,4,4,2
0.32,Ideal,H,VS1,62.1,55.0,4.39,4.4,2.73,6.261,4,2,4
0.41,Very Good,F,VS2,62.8,58.0,4.69,4.73,2.96,6.76,3,4,3
1.02,Premium,G,VVS1,62.1,59.0,6.39,6.36,3.96,8.988,1,3,6
0.55,Ideal,D,VS2,61.5,56.0,5.28,5.25,3.24,7.616,4,5,3
1.01,Good,D,SI1,63.9,62.0,6.31,6.25,4.01,8.546,2,5,2
0.3,Premium,H,VS1,62.1,59.0,4.28,4.25,2.65,6.446,1,2,4
0.31,Ideal,I,VVS1,62.1,54.0,4.34,4.39,2.71,6.236,4,1,6
0.56,Very Good,G,VS2,60.9,58.0,5.34,5.36,3.26,7.365,3,3,3
1.2,Very Good,H,SI1,61.4,63.0,6.76,6.72,4.14,8.434,3,2,2
0.83,Premium,E,SI2,59.2,60.0,6.17,6.12,3.64,7.958,1,6,0
0.41,Ideal,E,VS1,62.2,55.0,4.76,4.79,2.97,6.871,4,6,4
2.0,Ideal,E,SI2,62.2,57.0,8.11,8.09,5.04,9.72,4,6,0
0.81,Good,E,I1,64.1,59.0,5.89,5.85,3.76,7.866,2,6,1
0.9,Ideal,G,SI2,60.6,55.0,6.27,6.33,3.82,8.313,4,3,0
0.77,Ideal,I,SI1,61.7,56.0,5.89,5.91,3.64,7.776,4,1,2
1.01,Premium,F,SI2,62.6,60.0,6.37,6.35,3.98,8.411,1,4,0
2.1,Premium,I,VS2,60.7,61.0,8.28,8.27,5.02,9.575,1,1,3
0.85,Ideal,E,SI1,61.8,54.0,6.1,6.14,3.78,8.061,4,6,2
1.5,Very Good,G,SI2,63.1,57.0,7.29,7.25,4.59,9.147,3,3,0
0.4,Good,G,VS1,59.6,61.0,4.82,4.85,2.88,6.859,2,3,4
0.42,Ideal,F,SI1,61.6,56.0,4.81,4.83,2.97,6.538,4,4,2
0.42,Ideal,G,VVS2,62.6,55.0,4.77,4.78,2.99,6.938,4,3,5
0.41,Ideal,G,VVS1,61.0,55.0,4.8,4.82,2.93,7.024,4,3,6
0.92,Very Good,D,VS1,60.6,61.0,6.21,6.29,3.79,8.557,3,5,4
0.33,Very Good,H,IF,61.7,59.0,4.43,4.45,2.74,6.668,3,2,7
0.43,Ideal,I,VVS1,62.2,57.0,4.84,4.81,3.0,6.875,4,1,6
1.04,Very Good,G,VS1,63.4,59.0,6.46,6.38,4.07,8.827,3,3,4
1.04,Premium,G,SI2,62.6,58.0,6.49,6.42,4.04,8.402,1,3,0
0.35,Ideal,D,VS2,62.5,56.0,4.51,4.55,2.83,6.672,4,5,3
