carat,cut,color,clarity,depth,table,x,y,z,cut_encoded,color_encoded,clarity_encoded
1.0,Very Good,D,VS2,59.8,60.0,6.46,6.49,3.87,3,5,3
0.77,Premium,I,VS2,61.6,58.0,5.92,5.96,3.66,1,1,3
1.29,Ideal,G,VS2,62.9,57.0,6.91,6.89,4.34,4,3,3
1.7,Ideal,H,VS2,62.3,57.0,7.68,7.65,4.78,4,2,3
1.29,Very Good,J,VS2,61.3,60.0,6.96,6.98,4.27,3,0,3
0.3,Very Good,G,VVS2,62.9,58.0,4.26,4.29,2.69,3,3,5
0.3,Ideal,D,VVS1,62.2,57.0,4.3,4.35,2.69,4,5,6
1.01,Good,H,SI1,63.4,58.0,6.34,6.38,4.03,2,2,2
0.55,Good,H,SI1,63.6,55.0,5.23,5.18,3.31,2,2,2
0.31,Ideal,G,VVS1,62.5,55.0,4.34,4.33,2.71,4,3,6
1.01,Ideal,F,VVS1,60.5,60.0,6.45,6.47,3.91,4,4,6
1.55,Premium,H,SI1,60.7,58.0,7.5,7.46,4.54,1,2,2
0.55,Ideal,E,SI1,61.7,56.0,5.24,5.29,3.25,4,6,2
1.51,Premium,G,VS2,62.5,59.0,7.34,7.28,4.57,1,3,3
1.07,Ideal,E,VVS2,61.4,56.0,6.65,6.55,4.05,4,6,5
0.36,Premium,D,VS2,61.0,59.0,4.61,4.57,2.8,1,5,3
0.51,Good,I,SI1,63.1,56.0,5.06,5.14,3.22,2,1,2
1.3,Premium,H,VS2,62.4,58.0,6.92,6.95,4.33,1,2,3
0.3,Premium,G,SI2,62.7,55.0,4.29,4.26,2.68,1,3,0
1.72,Ideal,J,SI1,62.0,57.0,7.66,7.62,4.74,4,0,2
2.11,Premium,J,SI2,60.7,60.0,8.27,8.2,5.0,1,0,0
0.58,Ideal,G,VS2,60.6,55.0,5.42,5.45,3.3,4,3,3
0.86,Very Good,H,SI1,63.8,56.0,6.02,6.05,3.85,3,2,2
0.34,Ideal,D,VS1,60.9,56.0,4.51,4.56,2.76,4,5,4
1.2,Very Good,E,SI1,62.7,57.0,6.7,6.79,4.23,3,6,2
0.76,Premium,E,VS2,61.7,62.0,5.85,5.82,3.6,1,6,3
0.32,Ideal,G,VS1,62.0,56.0,4.35,4.39,2.71,4,3,4
0.35,Ideal,G,SI1,61.3,56.0,4.54,4.56,2.79,4,3,2
0.96,Good,H,SI2,61.6,59.0,6.24,6.29,3.86,2,2,0
0.41,Premium,G,VS1,62.5,59.0,4.73,4.77,2.97,1,3,4
1.01,Very Good,H,SI1,61.9,57.0,6.36,6.41,3.95,3,2,2
0.91,Premium,H,VS2,62.3,57.0,6.22,6.13,3.85,1,2,3
0.9,Very Good,G,SI2,62.6,60.0,6.1,6.16,3.84,3,3,0
1.17,Ideal,D,SI2,62.5,56.0,6.77,6.7,4.21,4,5,0
0.78,Very Good,H,SI2,62.7,56.0,5.85,5.89,3.68,3,2,0
1.21,Very Good,I,SI1,62.8,57.0,6.73,6.8,4.25,3,1,2
0.23,Very Good,F,VVS1,59.3,58.0,4.02,4.04,2.39,3,4,6
1.7,Very Good,H,VVS2,63.1,57.0,7.61,7.52,4.77,3,2,5
0.9,Fair,I,SI2,66.4,60.0,5.92,5.86,3.91,0,1,0
1.51,Premium,F,IF,60.5,61.0,7.5,7.4,4.45,1,4,7
0.71,Ideal,G,SI1,60.5,56.0,5.8,5.76,3.5,4,3,2
0.3,Good,F,VVS1,63.7,59.0,4.17,4.24,2.68,2,4,6
1.12,Premium,H,VS1,59.6,57.0,6.82,6.77,4.05,1,2,4
1.1,Premium,J,VS2,61.2,57.0,6.66,6.61,4.06,1,0,3
1.1,Ideal,F,VS2,60.7,57.0,6.66,6.7,4.05,4,4,3
1.0,Good,E,SI2,64.3,58.0,6.18,6.11,3.95,2,6,0
0.97,Premium,F,SI2,61.9,58.0,6.35,6.31,3.92,1,4,0
1.21,Ideal,H,SI1,62.1,56.0,6.81,6.84,4.23,4,2,2
0.42,Ideal,G,VS1,62.7,54.0,4.8,4.83,3.02,4,3,4
0.74,Ideal,F,IF,61.9,55.0,5.79,5.84,3.6,4,4,7
0.4,Ideal,E,VS2,62.3,56.0,4.75,4.72,2.95,4,6,3
0.54,Good,H,VS2,63.2,55.0,5.2,5.24,3.3,2,2,3
1.5,Good,G,SI1,63.7,59.0,7.23,7.19,4.59,2,3,2
1.34,Premium,D,SI2,61.5,58.0,7.07,7.04,4.34,1,5,0
1.5,Very Good,E,SI2,62.7,56.0,7.33,7.38,4.61,3,6,0
1.01,Very Good,G,SI2,59.3,61.0,6.56,6.52,3.88,3,3,0
0.3,Ideal,F,IF,62.2,57.0,4.3,4.32,2.68,4,4,7
0.37,Very Good,E,VVS2,59.7,61.0,4.67,4.71,2.8,3,6,5
0.7,Premium,G,VS1,62.6,55.0,5.73,5.64,3.56,1,3,4
1.02,Ideal,H,VS2,61.8,55.0,6.48,6.51,4.01,4,2,3
0.31,Premium,F,VS2,61.5,56.0,4.41,4.34,2.69,1,4,3
0.34,Ideal,G,IF,61.9,54.0,4.46,4.49,2.77,4,3,7
0.8,Ideal,E,SI1,61.7,56.0,5.99,6.04,3.71,4,6,2
1.31,Premium,H,VS2,62.5,58.0,6.97,6.94,4.35,1,2,3
2.37,Premium,H,SI2,62.3,57.0,8.55,8.5,5.31,1,2,0
0.94,Very Good,F,SI2,62.6,57.0,6.25,6.27,3.92,3,4,0
0.51,Good,D,VS2,63.7,57.0,5.05,5.0,3.2,2,5,3
1.01,Very Good,E,VS2,60.6,59.0,6.43,6.47,3.91,3,6,3
0.7,Very Good,I,SI1,62.5,60.0,5.64,5.68,3.54,3,1,2
0.24,Very Good,D,VVS2,62.9,58.0,3.96,3.99,2.5,3,5,5
0.98,Very Good,H,SI2,62.1,59.0,6.33,6.39,3.95,3,2,0
0.32,Premium,D,VS2,61.7,59.0,4.38,4.43,2.72,1,5,3
0.33,Ideal,G,VS2,62.6,56.0,4.41,4.38,2.75,4,3,3
0.51,Very Good,D,SI1,63.4,59.0,5.07,5.02,3.2,3,5,2
0.59,Premium,G,VS2,61.1,57.0,5.43,5.4,3.31,1,3,3
1.01,Very Good,H,VS2,61.9,62.0,6.37,6.45,3.97,3,2,3
0.7,Premium,F,VS1,59.0,59.0,5.79,5.77,3.41,1,4,4
1.82,Very Good,J,VS1,62.2,56.0,7.83,7.96,4.91,3,0,4
1.51,Premium,E,SI1,60.3,58.0,7.47,7.43,4.49,1,6,2
2.11,Premium,J,SI2,60.7,60.0,8.2,8.27,5.0,1,0,0
0.28,Very Good,H,VVS1,61.5,58.0,4.17,4.22,2.58,3,2,6
0.42,Premium,G,VS1,62.5,59.0,4.72,4.79,2.97,1,3,4
1.54,Very Good,I,SI2,59.4,61.0,7.49,7.56,4.47,3,1,0
0.7,Premium,G,SI2,60.0,60.0,5.69,5.65,3.51,1,3,0
0.73,Ideal,E,SI2,61.2,54.0,5.88,5.86,3.59,4,6,0
1.01,Fair,D,SI1,64.6,60.0,6.12,6.08,3.94,0,5,2
1.0,Premium,G,SI2,62.7,59.0,6.36,6.3,3.97,1,3,0
0.31,Ideal,J,VS1,61.9,54.7,4.34,4.36,2.69,4,0,4
0.38,Premium,E,VS2,60.3,58.0,4.72,4.67,2.83,1,6,3
1.51,Ideal,I,SI1,62.8,54.0,7.31,7.27,4.58,4,1,2
0.36,Ideal,E,SI1,60.9,57.0,4.58,4.62,2.8,4,6,2
0.7,Very Good,F,SI1,63.3,59.0,5.57,5.62,3.54,3,4,2
0.42,Premium,G,VVS1,62.7,58.0,4.79,4.74,2.99,1,3,6
0.84,Very Good,E,SI2,62.1,58.0,6.02,6.09,3.76,3,6,0
0.34,Premium,H,VS1,61.4,59.0,4.5,4.53,2.77,1,2,4
0.41,Good,F,I1,63.8,57.0,4.72,4.69,3.0,2,4,1
1.0,Good,H,VS1,61.8,61.0,6.4,6.31,3.93,2,2,4
0.36,Premium,F,VS1,60.7,58.0,4.57,4.62,2.79,1,4,4
0.3,Ideal,G,VVS1,60.6,57.0,4.36,4.38,2.65,4,3,6
0.42,Ideal,G,VVS1,60.0,57.0,4.86,4.84,2.91,4,3,6
1.06,Ideal,I,VS2,62.3,56.0,6.56,6.51,4.07,4,1,3
1.16,Premium,F,VVS1,60.4,60.0,6.9,6.77,4.13,1,4,6
1.2,Fair,H,SI2,65.6,57.0,6.73,6.57,4.36,0,2,0
0.35,Ideal,H,VS1,61.8,57.0,4.53,4.56,2.81,4,2,4
0.32,Ideal,D,VS1,61.4,57.0,4.43,4.4,2.71,4,5,4
0.31,Premium,H,VS2,60.0,60.0,4.43,4.4,2.65,1,2,3
2.03,Good,I,SI1,62.7,61.0,8.04,7.93,5.01,2,1,2
0.27,Very Good,F,VVS2,61.2,57.0,4.14,4.17,2.54,3,4,5
1.32,Very Good,I,SI2,60.9,59.0,7.02,7.19,4.33,3,1,0
0.32,Premium,G,VS2,62.0,59.0,4.41,4.37,2.72,1,3,3
1.4,Very Good,I,VS1,61.6,59.0,7.17,7.22,4.43,3,1,4
1.28,Very Good,G,VVS2,59.5,56.0,7.12,7.16,4.25,3,3,5
1.02,Premium,F,SI2,60.4,60.0,6.53,6.49,3.93,1,4,0
0.24,Very Good,E,VVS2,62.4,58.0,3.96,3.99,2.48,3,6,5
0.31,Premium,H,VVS1,61.8,58.0,4.34,4.3,2.67,1,2,6
0.4,Ideal,F,VS1,62.7,55.0,4.76,4.74,2.98,4,4,4
1.2,Good,E,VS2,61.8,61.0,6.69,6.71,4.14,2,6,3
0.71,Good,F,SI1,63.7,58.0,5.65,5.62,3.59,2,4,2
0.83,Premium,D,SI1,62.5,54.0,6.08,6.02,3.78,1,5,2
1.2,Ideal,G,VS2,59.9,61.0,6.85,6.88,4.11,4,3,3
0.81,Ideal,D,VS2,59.5,60.0,6.08,6.15,3.64,4,5,3
0.7,Very Good,F,VS2,62.4,57.0,5.67,5.71,3.55,3,4,3
0.42,Ideal,G,VS2,61.7,57.0,4.83,4.8,2.97,4,3,3
1.75,Very Good,E,SI1,60.3,61.0,7.74,7.82,4.69,3,6,2
1.51,Premium,J,VVS2,62.6,59.0,7.33,7.31,4.58,1,0,5
1.0,Very Good,F,VS2,62.9,59.0,6.3,6.33,3.97,3,4,3
1.59,Ideal,G,VVS2,62.6,55.0,7.47,7.44,4.67,4,3,5
1.01,Very Good,J,SI1,58.9,59.0,6.56,6.62,3.88,3,0,2
0.26,Ideal,H,SI1,60.5,58.0,4.16,4.17,2.52,4,2,2
0.55,Ideal,D,VS2,61.4,57.0,5.27,5.31,3.25,4,5,3
0.41,Ideal,G,VS1,61.5,56.0,4.79,4.77,2.94,4,3,4
0.31,Premium,F,VS2,58.3,61.0,4.48,4.44,2.6,1,4,3
2.01,Premium,H,VS2,61.1,61.0,8.14,8.09,4.96,1,2,3
0.86,Ideal,G,VS1,62.2,57.0,6.05,6.1,3.78,4,3,4
0.5,Ideal,G,VVS1,61.8,54.0,5.13,5.16,3.18,4,3,6
0.32,Premium,G,VS1,61.4,58.0,4.4,4.36,2.69,1,3,4
0.5,Ideal,I,SI1,62.0,55.0,5.09,5.14,3.17,4,1,2
0.7,Premium,J,VS1,62.0,58.0,5.68,5.74,3.54,1,0,4
0.25,Premium,E,VVS2,62.0,59.0,4.05,4.08,2.52,1,6,5
0.5,Ideal,G,VVS2,62.2,56.0,5.08,5.11,3.17,4,3,5
0.4,Ideal,E,VS2,62.2,55.0,4.71,4.77,2.95,4,6,3
1.01,Good,D,SI1,63.8,58.0,6.38,6.34,4.06,2,5,2
1.23,Premium,F,VS1,61.3,60.0,6.9,6.94,4.24,1,4,4
0.54,Ideal,D,SI1,60.7,56.0,5.3,5.27,3.21,4,5,2
0.74,Premium,E,VS1,62.8,59.0,5.76,5.68,3.59,1,6,4
0.42,Very Good,F,SI1,60.6,58.0,4.81,4.89,2.94,3,4,2
0.53,Ideal,F,SI1,61.8,56.0,5.19,5.23,3.22,4,4,2
0.88,Very Good,I,VS1,63.3,55.0,6.11,6.06,3.85,3,1,4
0.71,Very Good,G,SI2,63.4,56.0,5.71,5.6,3.59,3,3,0
1.22,Ideal,F,VVS2,62.7,54.0,6.79,6.84,4.27,4,4,5
0.7,Ideal,G,VVS2,63.0,55.0,5.65,5.69,3.57,4,3,5
0.34,Ideal,E,VVS1,61.9,56.0,4.51,4.47,2.78,4,6,6
1.23,Premium,F,SI2,61.7,57.0,6.89,6.86,4.24,1,4,0
0.51,Ideal,E,SI1,62.1,55.0,5.09,5.15,3.18,4,6,2
1.2,Ideal,D,SI1,62.7,55.0,6.79,6.71,4.23,4,5,2
0.3,Very Good,G,VS1,60.3,62.0,4.3,4.33,2.6,3,3,4
1.52,Premium,H,VS1,60.6,58.0,7.46,7.39,4.5,1,2,4
1.0,Fair,I,I1,65.4,57.0,6.28,6.2,4.08,0,1,1
0.31,Premium,G,VVS1,62.5,57.0,4.4,4.3,2.72,1,3,6
0.72,Ideal,H,VS2,62.0,56.0,5.8,5.74,3.58,4,2,3
0.41,Premium,G,VS2,61.9,59.0,4.77,4.73,2.94,1,3,3
0.33,Premium,H,SI1,63.0,58.0,4.42,4.4,2.78,1,2,2
0.71,Ideal,F,VS2,61.2,56.0,5.77,5.73,3.52,4,4,3
1.29,Good,I,I1,64.2,54.0,6.93,6.83,4.42,2,1,1
0.91,Good,F,SI1,63.9,55.0,6.1,6.17,3.92,2,4,2
0.7,Premium,F,VS1,60.4,60.0,5.73,5.7,3.45,1,4,4
0.9,Good,H,SI1,63.8,58.0,6.05,6.12,3.88,2,2,2
1.11,Good,F,SI1,62.1,61.0,6.58,6.62,4.1,2,4,2
0.42,Ideal,J,VS1,60.9,57.0,4.86,4.83,2.95,4,0,4
0.76,Premium,J,VS2,59.9,59.0,5.94,5.92,3.55,1,0,3
0.31,Ideal,E,VS1,61.2,55.0,4.42,4.4,2.7,4,6,4
0.41,Premium,D,SI2,62.4,60.0,4.77,4.71,2.96,1,5,0
0.63,Premium,E,VS1,61.8,60.0,5.51,5.49,3.4,1,6,4
0.37,Premium,G,VS1,61.4,58.0,4.58,4.61,2.82,1,3,4
1.2,Ideal,F,VS1,62.1,58.0,6.78,6.84,4.23,4,4,4
0.4,Ideal,E,VS1,62.2,55.0,4.72,4.76,2.95,4,6,4
0.42,Fair,D,SI1,64.7,61.0,4.7,4.73,3.05,0,5,2
0.5,Premium,E,VS2,61.3,60.0,5.11,5.07,3.12,1,6,3
0.3,Premium,J,VS2,61.6,61.0,4.33,4.28,2.65,1,0,3
0.37,Good,G,SI2,63.4,57.0,4.55,4.57,2.89,2,3,0
1.62,Ideal,I,VS1,60.8,56.0,7.56,7.61,4.62,4,1,4
0.4,Ideal,D,VVS2,62.5,55.0,4.73,4.77,2.97,4,5,5
1.02,Very Good,H,SI1,59.9,58.0,6.57,6.66,3.96,3,2,2
0.81,Ideal,G,SI2,61.7,57.0,5.98,6.01,3.7,4,3,0
0.41,Premium,D,SI1,62.9,58.0,4.75,4.7,2.97,1,5,2
1.03,Ideal,H,I1,61.5,57.0,6.52,6.48,4.0,4,2,1
0.3,Very Good,E,SI1,62.9,57.0,4.25,4.3,2.69,3,6,2
1.08,Ideal,H,SI1,62.2,57.0,6.56,6.6,4.09,4,2,2
1.6,Premium,H,VS1,60.0,59.0,7.61,7.58,4.56,1,2,4
0.55,Premium,F,VS2,62.5,56.0,5.27,5.23,3.28,1,4,3
1.01,Premium,E,SI2,58.6,58.0,6.66,6.62,3.89,1,6,0
0.35,Premium,F,VS2,61.9,58.0,4.48,4.54,2.79,1,4,3
1.5,Premium,E,SI1,61.3,59.0,7.39,7.25,4.49,1,6,2
1.02,Very Good,E,IF,58.1,59.0,6.71,6.75,3.91,3,6,7
1.02,Very Good,D,VS2,59.8,61.0,6.54,6.61,3.93,3,5,3
0.32,Premium,E,VVS2,61.5,58.0,4.36,4.42,2.7,1,6,5
0.56,Very Good,E,SI1,58.5,59.0,5.42,5.45,3.18,3,6,2
0.9,Premium,F,SI2,61.4,58.0,6.19,6.13,3.78,1,4,0
0.3,Ideal,F,IF,62.1,54.0,4.32,4.35,2.69,4,4,7
0.5,Good,E,VS2,64.9,59.0,4.89,4.94,3.19,2,6,3
0.7,Ideal,F,VVS1,62.2,57.0,5.7,5.74,3.56,4,4,6
1.43,Ideal,E,VVS2,62.4,57.0,7.25,7.15,4.49,4,6,5
0.91,Premium,E,VS2,62.3,58.0,6.21,6.15,3.85,1,6,3
0.31,Premium,G,VS1,58.2,61.0,4.45,4.42,2.58,1,3,4
1.01,Very Good,F,VS2,60.6,55.0,6.5,6.56,3.96,3,4,3
1.33,Fair,F,SI2,64.5,58.0,6.97,6.86,4.46,0,4,0
0.5,Ideal,I,VS2,62.0,55.0,5.1,5.12,3.17,4,1,3
1.5,Ideal,G,VS2,63.0,56.0,7.32,7.26,4.59,4,3,3
1.08,Ideal,H,VVS2,62.4,55.0,6.53,6.57,4.09,4,2,5
0.52,Premium,F,SI1,59.5,59.0,5.24,5.31,3.14,1,4,2
1.07,Ideal,G,VS1,62.1,57.0,6.48,6.57,4.05,4,3,4
0.42,Very Good,D,SI1,60.2,57.0,4.85,4.89,2.93,3,5,2
0.53,Good,H,SI1,63.7,55.0,5.15,5.12,3.27,2,2,2
1.13,Premium,E,SI2,60.4,59.0,6.75,6.7,4.06,1,6,0
1.01,Premium,E,VS2,62.4,60.0,6.43,6.39,4.0,1,6,3
0.41,Good,D,SI2,63.1,54.0,4.72,4.75,2.99,2,5,0
1.03,Premium,D,SI2,60.6,60.0,6.52,6.46,3.93,1,5,0
0.3,Very Good,G,VVS2,59.7,63.0,4.37,4.34,2.6,3,3,5
1.0,Premium,F,SI1,62.0,60.0,6.42,6.36,3.96,1,4,2
0.24,Very Good,H,VVS2,61.9,57.0,3.97,4.01,2.47,3,2,5
1.22,Premium,J,SI1,61.9,58.0,6.87,6.84,4.24,1,0,2
1.02,Ideal,F,SI2,62.1,56.0,6.44,6.41,3.99,4,4,0
0.53,Premium,F,SI1,61.4,58.0,5.19,5.17,3.18,1,4,2
1.26,Ideal,H,SI2,62.0,55.0,6.9,6.97,4.29,4,2,0
1.54,Premium,G,SI2,62.4,57.0,7.39,7.36,4.6,1,3,0
0.31,Premium,D,VS1,59.7,58.0,4.4,4.45,2.64,1,5,4
1.19,Ideal,F,VS2,62.0,57.0,6.76,6.78,4.2,4,4,3
1.2,Very Good,G,VS1,63.4,56.0,6.74,6.7,4.26,3,3,4
1.31,Premium,H,VS1,62.1,58.0,6.98,6.97,4.33,1,2,4
0.41,Very Good,G,SI1,60.3,60.0,4.76,4.8,2.88,3,3,2
1.53,Very Good,I,SI2,61.6,56.0,7.39,7.45,4.57,3,1,0
1.52,Premium,I,SI2,62.2,59.0,7.36,7.27,4.56,1,1,0
0.38,Very Good,E,SI1,62.8,58.0,4.6,4.63,2.9,3,6,2
0.32,Ideal,E,VS2,62.0,55.0,4.39,4.41,2.73,4,6,3
0.35,Ideal,E,VS2,62.5,55.0,4.5,4.52,2.82,4,6,3
0.71,Ideal,I,SI1,61.4,56.0,5.73,5.77,3.53,4,1,2
1.02,Ideal,H,SI1,61.6,56.0,6.51,6.55,4.02,4,2,2
2.43,Very Good,H,SI2,63.2,57.0,8.56,8.5,5.39,3,2,0
0.75,Ideal,D,VS2,61.7,55.0,5.85,5.82,3.6,4,5,3
1.08,Ideal,H,SI2,59.3,57.0,6.71,6.74,3.99,4,2,0
0.4,Ideal,F,SI2,62.5,53.0,4.71,4.76,2.96,4,4,0
1.61,Premium,J,IF,62.1,58.0,7.53,7.47,4.66,1,0,7
1.5,Premium,J,SI2,61.0,60.0,7.34,7.3,4.46,1,0,0
0.29,Ideal,E,VS1,61.2,56.0,4.27,4.29,2.61,4,6,4
0.9,Good,H,VS2,61.5,61.0,6.15,6.24,3.81,2,2,3
1.17,Ideal,I,SI2,61.8,54.0,6.78,6.82,4.2,4,1,0
0.5,Ideal,E,VS1,61.9,56.0,5.09,5.12,3.16,4,6,4
0.53,Good,H,VS1,57.6,64.0,5.41,5.36,3.1,2,2,4
0.3,Ideal,F,IF,61.4,56.0,4.32,4.34,2.66,4,4,7
0.52,Very Good,F,VS1,61.7,56.0,5.14,5.17,3.18,3,4,4
1.06,Very Good,G,SI2,63.4,61.0,6.46,6.37,4.07,3,3,0
1.51,Good,E,I1,63.6,60.0,7.3,7.26,4.63,2,6,1
0.31,Ideal,D,VS2,62.0,55.0,4.35,4.33,2.69,4,5,3
0.93,Very Good,E,SI2,63.0,58.0,6.16,6.18,3.89,3,6,0
0.53,Very Good,F,VS1,61.5,59.0,5.19,5.22,3.2,3,4,4
0.4,Ideal,H,IF,60.9,58.0,4.75,4.78,2.9,4,2,7
0.82,Ideal,E,SI1,62.1,55.0,5.98,6.0,3.72,4,6,2
0.7,Very Good,E,VS2,62.9,57.0,5.66,5.69,3.57,3,6,3
0.84,Good,G,VS2,63.6,59.0,5.89,5.94,3.76,2,3,3
0.7,Very Good,F,VS2,62.3,56.0,5.66,5.71,3.54,3,4,3
0.72,Good,G,VS1,58.0,57.8,5.85,5.87,3.4,2,3,4
0.5,Ideal,E,VS1,62.0,58.0,5.09,5.14,3.17,4,6,4
0.25,Ideal,G,SI1,62.6,53.0,4.04,4.07,2.54,4,3,2
0.5,Ideal,E,VVS1,61.9,58.0,5.07,5.11,3.15,4,6,6
1.23,Ideal,D,SI2,62.4,56.0,6.81,6.87,4.27,4,5,0
0.74,Premium,G,SI1,58.3,58.0,5.97,5.93,3.47,1,3,2
1.0,Fair,D,SI1,66.3,58.0,6.15,6.04,4.04,0,5,2
1.31,Premium,H,VS2,59.8,58.0,7.19,7.09,4.27,1,2,3
0.91,Very Good,E,SI2,62.8,59.0,6.13,6.16,3.86,3,6,0
1.2,Very Good,G,SI1,62.8,57.0,6.68,6.73,4.21,3,3,2
0.76,Very Good,E,VS2,63.0,59.0,5.76,5.79,3.64,3,6,3
1.01,Premium,G,SI1,58.8,58.0,6.59,6.51,3.85,1,3,2
0.31,Ideal,H,VS1,62.4,55.0,4.33,4.36,2.71,4,2,4
1.54,Ideal,G,VS1,61.2,56.0,7.45,7.46,4.57,4,3,4
1.61,Premium,H,SI1,62.8,58.0,7.47,7.4,4.67,1,2,2
1.0,Ideal,G,VS2,62.3,54.0,6.42,6.38,3.99,4,3,3
0.57,Ideal,F,VVS2,61.6,57.0,5.32,5.36,3.29,4,4,5
0.54,Ideal,F,IF,62.2,54.0,5.24,5.27,3.27,4,4,7
1.5,Premium,G,SI2,61.7,55.0,7.39,7.32,4.54,1,3,0
0.72,Good,F,VS2,63.5,55.0,5.7,5.74,3.63,2,4,3
1.99,Good,J,VS2,62.9,61.0,7.91,8.06,4.99,2,0,3
0.38,Ideal,E,VS1,62.6,53.5,4.61,4.66,2.9,4,6,4
0.71,Ideal,G,IF,61.8,57.0,5.7,5.75,3.54,4,3,7
0.31,Premium,H,VS1,62.4,58.0,4.32,4.36,2.71,1,2,4
0.69,Fair,G,VS1,57.8,66.0,5.9,5.84,3.39,0,3,4
0.71,Ideal,E,SI1,62.9,57.0,5.67,5.72,3.58,4,6,2
0.35,Ideal,G,IF,61.7,55.0,4.52,4.55,2.8,4,3,7
0.41,Premium,E,SI2,62.9,58.0,4.75,4.72,2.98,1,6,0
0.35,Very Good,H,VS1,60.0,57.0,4.57,4.6,2.75,3,2,4
0.31,Ideal,E,VVS2,61.8,58.0,4.3,4.34,2.67,4,6,5
1.6,Very Good,J,SI1,62.7,58.0,7.37,7.41,4.63,3,0,2
0.73,Ideal,E,SI2,60.9,57.0,5.8,5.83,3.54,4,6,0
2.01,Very Good,H,SI2,63.1,59.0,7.96,7.88,5.0,3,2,0
0.38,Ideal,E,SI1,61.4,57.0,4.67,4.64,2.86,4,6,2
0.74,Good,G,VS2,64.2,53.0,5.72,5.69,3.66,2,3,3
0.31,Ideal,H,VS1,62.2,57.0,4.37,4.34,2.71,4,2,4
0.41,Ideal,G,SI1,62.1,55.0,4.78,4.81,2.98,4,3,2
0.3,Premium,I,VS1,63.0,53.0,4.31,4.26,2.7,1,1,4
0.5,Fair,G,VS1,66.5,58.0,4.99,4.9,3.29,0,3,4
0.42,Very Good,E,SI1,61.5,61.0,4.82,4.87,2.98,3,6,2
1.09,Ideal,H,VS2,62.9,58.0,6.56,6.51,4.11,4,2,3
0.34,Ideal,H,IF,61.7,56.0,4.5,4.51,2.78,4,2,7
0.54,Ideal,E,VS1,62.0,56.0,5.26,5.23,3.25,4,6,4
0.5,Good,G,VVS2,64.4,57.0,4.97,5.05,3.22,2,3,5
0.3,Premium,F,VVS2,61.5,58.0,4.29,4.31,2.64,1,4,5
1.09,Fair,H,SI1,64.4,60.0,6.49,6.42,4.16,0,2,2
0.35,Ideal,D,SI1,63.0,57.0,4.52,4.46,2.83,4,5,2
0.9,Good,E,VS2,63.7,58.0,6.06,6.09,3.87,2,6,3
0.7,Good,E,VS1,58.4,60.0,5.84,5.87,3.42,2,6,4
1.33,Premium,E,SI2,62.0,57.0,7.15,7.08,4.41,1,6,0
0.3,Ideal,D,VS2,60.9,57.0,4.32,4.35,2.64,4,5,3
0.71,Very Good,I,VS2,63.4,56.0,5.65,5.61,3.57,3,1,3
1.21,Very Good,G,SI1,62.2,60.0,6.71,6.73,4.18,3,3,2
0.34,Premium,E,VS2,58.8,59.0,4.59,4.56,2.69,1,6,3
0.56,Ideal,D,SI1,61.2,56.0,5.34,5.31,3.26,4,5,2
0.24,Ideal,F,VS1,62.7,54.0,3.99,4.02,2.51,4,4,4
0.37,Premium,F,VS2,61.9,58.0,4.6,4.54,2.83,1,4,3
1.0,Ideal,F,VVS2,59.7,60.0,6.48,6.52,3.88,4,4,5
1.55,Ideal,G,VS1,62.0,57.0,7.37,7.42,4.58,4,3,4
1.5,Very Good,I,SI1,60.2,63.0,7.38,7.33,4.43,3,1,2
0.55,Ideal,H,VS2,62.5,54.0,5.24,5.29,3.29,4,2,3
0.82,Premium,I,SI1,62.6,57.0,5.98,5.94,3.73,1,1,2
0.71,Ideal,D,SI1,60.6,57.0,5.82,5.72,3.5,4,5,2
0.81,Ideal,J,VS2,62.1,56.0,5.94,5.97,3.7,4,0,3
0.26,Very Good,I,VVS2,62.7,55.0,4.09,4.12,2.57,3,1,5
1.22,Premium,I,SI2,61.5,61.0,6.89,6.83,4.22,1,1,0
0.7,Good,F,SI2,63.6,56.0,5.63,5.56,3.56,2,4,0
0.32,Very Good,F,SI2,62.6,56.0,4.37,4.41,2.75,3,4,0
0.7,Premium,F,SI1,59.5,57.0,5.81,5.79,3.45,1,4,2
0.51,Very Good,G,SI1,63.1,56.0,5.08,5.16,3.23,3,3,2
0.4,Ideal,E,SI2,61.2,55.0,4.77,4.74,2.91,4,6,0
0.36,Ideal,F,VS1,60.1,57.0,4.67,4.62,2.79,4,4,4
0.42,Premium,G,SI1,61.7,58.0,4.8,4.76,2.95,1,3,2
1.16,Premium,I,SI1,61.5,57.0,6.79,6.73,4.16,1,1,2
1.51,Ideal,E,VS2,61.2,57.0,7.47,7.37,4.54,4,6,3
0.9,Fair,G,I1,66.0,58.0,5.96,5.88,3.91,0,3,1
2.06,Ideal,G,SI2,62.9,56.0,8.13,8.04,5.08,4,3,0
1.04,Premium,D,SI2,59.8,58.0,6.61,6.56,3.94,1,5,0
0.71,Premium,G,VS2,60.3,60.0,5.76,5.81,3.49,1,3,3
1.34,Ideal,J,VS1,62.0,57.0,7.04,7.12,4.39,4,0,4
1.3,Very Good,G,VS1,62.5,58.0,6.9,6.95,4.33,3,3,4
0.7,Premium,G,SI1,61.4,60.0,5.69,5.74,3.51,1,3,2
0.9,Very Good,G,VS2,63.5,62.0,6.07,6.11,3.87,3,3,3
2.0,Premium,I,SI2,58.6,61.0,8.28,8.16,4.82,1,1,0
